-181.943, 68.449, 2.586,  6.484
-181.934, 68.363, 2.595,  6.517
-181.925, 68.276, 2.603,  6.550
-181.916, 68.190, 2.612,  6.583
-181.907, 68.103, 2.621,  6.616
-181.898, 68.016, 2.629,  6.649
-181.889, 67.929, 2.638,  6.682
-181.880, 67.841, 2.647,  6.715
-181.871, 67.753, 2.656,  6.748
-181.862, 67.664, 2.664,  6.781
-181.854, 67.576, 2.673,  6.814
-181.845, 67.487, 2.682,  6.847
-181.837, 67.398, 2.691,  6.880
-181.829, 67.308, 2.700,  6.913
-181.820, 67.218, 2.709,  6.946
-181.812, 67.128, 2.718,  6.979
-181.804, 67.037, 2.727,  7.012
-181.796, 66.947, 2.737,  7.045
-181.788, 66.856, 2.746,  7.078
-181.780, 66.764, 2.755,  7.111
-181.772, 66.672, 2.764,  7.144
-181.764, 66.580, 2.773,  7.177
-181.757, 66.488, 2.782,  7.210
-181.749, 66.395, 2.792,  7.243
-181.742, 66.302, 2.801,  7.276
-181.734, 66.209, 2.810,  7.309
-181.727, 66.115, 2.820,  7.342
-181.720, 66.021, 2.829,  7.375
-181.712, 65.927, 2.839,  7.408
-181.705, 65.832, 2.848,  7.441
-181.698, 65.737, 2.858,  7.474
-181.691, 65.642, 2.867,  7.507
-181.684, 65.547, 2.877,  7.540
-181.678, 65.451, 2.887,  7.573
